sample_id,file_path,smell_type,gt_label,pred_file,pred_smell,pred_severity
MLCQ_5771277_FeatureEnvy,client/idrepo/ui/src/main/java/org/apache/syncope/client/ui/commons/ConnIdSpecialName.java,FeatureEnvy,0,,,
MLCQ_5771277_LongMethod,client/idrepo/ui/src/main/java/org/apache/syncope/client/ui/commons/ConnIdSpecialName.java,LongMethod,0,,,
MLCQ_5786929_DataClass,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java,DataClass,0,,,
MLCQ_5788107_FeatureEnvy,tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRConfig.java,FeatureEnvy,0,,,
MLCQ_5788107_LongMethod,tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRConfig.java,LongMethod,0,,,
MLCQ_5788583_LongMethod,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/orderedgrouped/ShuffleHeader.java,LongMethod,0,,,
MLCQ_5788583_FeatureEnvy,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/orderedgrouped/ShuffleHeader.java,FeatureEnvy,0,,,
MLCQ_5789396_DataClass,tika-core/src/main/java/org/apache/tika/parser/multiple/SupplementingParser.java,DataClass,0,,,
MLCQ_5789396_LargeClass,tika-core/src/main/java/org/apache/tika/parser/multiple/SupplementingParser.java,LargeClass,0,,,
MLCQ_5799314_LargeClass,tapestry-core/src/main/java/org/apache/tapestry5/internal/services/RequestSecurityManagerImpl.java,LargeClass,0,,,
MLCQ_5799314_DataClass,tapestry-core/src/main/java/org/apache/tapestry5/internal/services/RequestSecurityManagerImpl.java,DataClass,0,,,
MLCQ_5799022_LargeClass,tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractConditional.java,LargeClass,0,,,
MLCQ_5799022_DataClass,tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractConditional.java,DataClass,0,,,
MLCQ_5798354_LongMethod,plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/util/Printer.java,LongMethod,0,,,
MLCQ_5798354_FeatureEnvy,plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/util/Printer.java,FeatureEnvy,0,,,
MLCQ_5798489_FeatureEnvy,tapestry-core/src/main/java/org/apache/tapestry5/dom/Html5MarkupModel.java,FeatureEnvy,0,,,
MLCQ_5798489_LongMethod,tapestry-core/src/main/java/org/apache/tapestry5/dom/Html5MarkupModel.java,LongMethod,0,,,
MLCQ_5800930_LongMethod,plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/tree/analysis/SourceValue.java,LongMethod,0,,,
MLCQ_5800930_FeatureEnvy,plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/tree/analysis/SourceValue.java,FeatureEnvy,0,,,
MLCQ_5812130_LargeClass,gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/step/util/event/Event.java,LargeClass,0,,,
MLCQ_5812130_DataClass,gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/step/util/event/Event.java,DataClass,0,,,
MLCQ_5809960_FeatureEnvy,gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/dsl/graph/GraphTraversalSource.java,FeatureEnvy,0,,,
MLCQ_5809960_LongMethod,gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/dsl/graph/GraphTraversalSource.java,LongMethod,0,,,
MLCQ_5822090_DataClass,ruta-core/src/main/java/org/apache/uima/ruta/action/TrimAction.java,DataClass,0,,,
MLCQ_5828765_LongMethod,persistence-elasticsearch/core/src/main/java/org/apache/unomi/persistence/elasticsearch/ElasticSearchPersistenceServiceImpl.java,LongMethod,0,,,
MLCQ_5828765_FeatureEnvy,persistence-elasticsearch/core/src/main/java/org/apache/unomi/persistence/elasticsearch/ElasticSearchPersistenceServiceImpl.java,FeatureEnvy,0,,,
MLCQ_5828468_DataClass,extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java,DataClass,0,,,
MLCQ_5839091_LargeClass,java/org/apache/catalina/valves/AbstractAccessLogValve.java,LargeClass,0,,,
MLCQ_5839091_DataClass,java/org/apache/catalina/valves/AbstractAccessLogValve.java,DataClass,0,,,
MLCQ_5839770_LargeClass,java/org/apache/catalina/tribes/group/interceptors/EncryptInterceptor.java,LargeClass,0,,,
MLCQ_5839770_DataClass,java/org/apache/catalina/tribes/group/interceptors/EncryptInterceptor.java,DataClass,0,,,
MLCQ_5827650_DataClass,ruta-ep-addons/src/main/java/org/apache/uima/ruta/cde/ui/DocumentTableLabelProvider.java,DataClass,0,,,
MLCQ_5827650_LargeClass,ruta-ep-addons/src/main/java/org/apache/uima/ruta/cde/ui/DocumentTableLabelProvider.java,LargeClass,0,,,
MLCQ_5841731_LongMethod,java/org/apache/catalina/startup/VersionLoggerListener.java,LongMethod,0,,,
MLCQ_5841731_FeatureEnvy,java/org/apache/catalina/startup/VersionLoggerListener.java,FeatureEnvy,0,,,
MLCQ_5840527_FeatureEnvy,java/org/apache/el/parser/ELParser.java,FeatureEnvy,0,,,
MLCQ_5839532_FeatureEnvy,java/org/apache/tomcat/util/net/SSLHostConfig.java,FeatureEnvy,0,,,
MLCQ_5839532_LongMethod,java/org/apache/tomcat/util/net/SSLHostConfig.java,LongMethod,0,,,
MLCQ_5855407_LargeClass,java/org/apache/tomcat/dbcp/dbcp2/managed/XAConnectionFactory.java,LargeClass,0,,,
MLCQ_5855407_DataClass,java/org/apache/tomcat/dbcp/dbcp2/managed/XAConnectionFactory.java,DataClass,0,,,
MLCQ_5839980_FeatureEnvy,java/org/apache/tomcat/util/descriptor/web/ContextResourceLink.java,FeatureEnvy,0,,,
MLCQ_5839980_LongMethod,java/org/apache/tomcat/util/descriptor/web/ContextResourceLink.java,LongMethod,0,,,
MLCQ_5855589_LongMethod,java/org/apache/catalina/ha/session/DeltaSession.java,LongMethod,0,,,
MLCQ_5855589_FeatureEnvy,java/org/apache/catalina/ha/session/DeltaSession.java,FeatureEnvy,0,,,
MLCQ_5855387_LongMethod,java/org/apache/tomcat/dbcp/dbcp2/datasources/PerUserPoolDataSource.java,LongMethod,0,,,
