sample_id,file_path,smell_type,gt_label,pred_file,pred_smell,pred_severity
N/A,ant-rel-1.8.4/src/etc/testcases/core/containersrc/test/SpecialSeq.java,Comments,N/A,ant-rel-1.8.4/src/etc/testcases/core/containersrc/test/SpecialSeq.java,Comments,low
N/A,ant-rel-1.8.4/src/etc/testcases/taskdefs/apt/DistributedAnnotationProcessor.java,Comments,N/A,ant-rel-1.8.4/src/etc/testcases/taskdefs/apt/DistributedAnnotationProcessor.java,Comments,low
N/A,ant-rel-1.8.4/src/etc/testcases/types/assertions/AssertionTest.java,MagicNumber,N/A,ant-rel-1.8.4/src/etc/testcases/types/assertions/AssertionTest.java,MagicNumber,low
N/A,ant-rel-1.8.4/src/etc/testcases/types/assertions/AssertionTest.java,MagicNumber,N/A,ant-rel-1.8.4/src/etc/testcases/types/assertions/AssertionTest.java,MagicNumber,low
N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LargeClass,N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LargeClass,high
N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LongMethod,N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LongMethod,high
N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LongMethod,N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LongMethod,high
N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LongMethod,N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LongMethod,high
N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LongMethod,N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LongMethod,high
N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LongMethod,N/A,ant-rel-1.8.4/src/main/org/apache/tools/ant/AntClassLoader.java,LongMethod,high
