sample_id,file_path,smell_type,gt_label,pred_file,pred_smell,pred_severity
MLCQ_5786929_LargeClass,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java,LargeClass,1,,,
MLCQ_5822090_LargeClass,ruta-core/src/main/java/org/apache/uima/ruta/action/TrimAction.java,LargeClass,1,,,
MLCQ_5828468_LargeClass,extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java,LargeClass,1,,,
MLCQ_5840527_LongMethod,java/org/apache/el/parser/ELParser.java,LongMethod,1,,,
MLCQ_5884892_LargeClass,stack/core/src/main/java/org/apache/usergrid/batch/service/JobSchedulerService.java,LargeClass,1,,,
MLCQ_5938889_LargeClass,zookeeper-contrib/zookeeper-contrib-zooinspector/src/main/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java,LargeClass,1,,,
MLCQ_5935402_DataClass,spark/interpreter/src/main/java/org/apache/zeppelin/spark/SparkVersion.java,DataClass,1,,,
MLCQ_5939954_FeatureEnvy,zookeeper-contrib/zookeeper-contrib-loggraph/src/main/java/org/apache/zookeeper/graph/JsonGenerator.java,FeatureEnvy,1,,,
MLCQ_5939954_LongMethod,zookeeper-contrib/zookeeper-contrib-loggraph/src/main/java/org/apache/zookeeper/graph/JsonGenerator.java,LongMethod,1,,,
MLCQ_6002683_DataClass,policy/src/main/java/org/apache/wss4j/policy/model/Trust13.java,DataClass,1,,,
MLCQ_6005399_DataClass,bindings/src/main/java/org/apache/wss4j/binding/wsu10/TimestampType.java,DataClass,1,,,
MLCQ_6009432_DataClass,jprotobuf-rpc-core/src/main/java/com/baidu/jprotobuf/pbrpc/ErrorDataException.java,DataClass,1,,,
MLCQ_6133656_LargeClass,core/plugins/org.eclipse.dltk.debug.ui/src/org/eclipse/dltk/debug/ui/preferences/dialogs/CreateStepFilterDialog.java,LargeClass,1,,,
MLCQ_6079026_LargeClass,services/concierge/enforcement/src/main/java/org/eclipse/ditto/services/concierge/enforcement/LiveSignalEnforcement.java,LargeClass,1,,,
MLCQ_6183095_DataClass,ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/workspace/event/MachineStoppedEvent.java,DataClass,1,,,
MLCQ_6182357_LongMethod,infrastructures/docker/docker-client/src/main/java/org/eclipse/che/infrastructure/docker/client/json/ExecInfo.java,LongMethod,1,,,
MLCQ_6192975_LargeClass,ide/che-core-ide-app/src/main/java/org/eclipse/che/ide/actions/GoIntoAction.java,LargeClass,1,,,
MLCQ_6197424_DataClass,infrastructures/docker/docker-client/src/main/java/org/eclipse/che/infrastructure/docker/client/json/network/Ipam.java,DataClass,1,,,
MLCQ_6207228_DataClass,ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/editor/partition/ConstantPartitioner.java,DataClass,1,,,
MLCQ_6216254_LargeClass,plugins/org.eclipse.elk.core.meta/src-gen/org/eclipse/elk/core/meta/metaData/impl/MetaDataFactoryImpl.java,LargeClass,1,,,
MLCQ_6234592_LongMethod,plugins/org.eclipse.elk.core.meta.ui/src-gen/org/eclipse/elk/core/meta/ide/contentassist/antlr/internal/InternalMetaDataParser.java,LongMethod,1,,,
MLCQ_6239751_LargeClass,plugins/org.eclipse.elk.alg.mrtree/src/org/eclipse/elk/alg/mrtree/p2order/NodeOrderer.java,LargeClass,1,,,
MLCQ_6245494_DataClass,core/src/main/java/org/eclipse/hono/config/SignatureSupportingConfigProperties.java,DataClass,1,,,
MLCQ_6257015_DataClass,hawkbit-core/src/main/java/org/eclipse/hawkbit/HawkbitServerProperties.java,DataClass,1,,,
MLCQ_6263358_DataClass,org.eclipse.ice.reactor.plant/src/org/eclipse/ice/reactor/plant/Subchannel.java,DataClass,1,,,
MLCQ_6299837_FeatureEnvy,jetty-websocket/websocket-common/src/main/java/org/eclipse/jetty/websocket/common/util/ReflectUtils.java,FeatureEnvy,1,,,
MLCQ_6299837_LongMethod,jetty-websocket/websocket-common/src/main/java/org/eclipse/jetty/websocket/common/util/ReflectUtils.java,LongMethod,1,,,
MLCQ_6306158_LargeClass,leshan-server-cf/src/main/java/org/eclipse/leshan/server/californium/ObserveUtil.java,LargeClass,1,,,
MLCQ_6329919_LargeClass,service/security/shiro/src/main/java/org/eclipse/kapua/service/authentication/credential/shiro/CredentialServiceImpl.java,LargeClass,1,,,
MLCQ_6350501_LargeClass,systemtap/org.eclipse.linuxtools.systemtap.ui.ide/src/org/eclipse/linuxtools/internal/systemtap/ui/ide/editors/stp/STPIndenter.java,LargeClass,1,,,
MLCQ_6442583_LongMethod,bundles/org.eclipse.orion.server.cf/src/org/eclipse/orion/server/cf/loggregator/LoggregatorMessage.java,LongMethod,1,,,
MLCQ_6457258_LongMethod,jcl/src/java.management/share/classes/com/ibm/java/lang/management/internal/LoggingMXBeanImpl.java,LongMethod,1,,,
MLCQ_6493535_LargeClass,queryparser/sparql/src/main/java/org/eclipse/rdf4j/query/parser/sparql/BaseDeclProcessor.java,LargeClass,1,,,
MLCQ_6515617_LongMethod,tycho-surefire/org.eclipse.tycho.surefire.osgibooter/src/main/java/org/eclipse/tycho/surefire/osgibooter/AbstractUITestApplication.java,LongMethod,1,,,
MLCQ_6511935_LargeClass,plugins/editor/org.eclipse.triquetrum.workflow.editor/src/main/java/org/eclipse/triquetrum/workflow/editor/features/ActorAddFeature.java,LargeClass,1,,,
MLCQ_6547794_FeatureEnvy,bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/Workbench.java,FeatureEnvy,1,,,
MLCQ_6547476_DataClass,bundles/org.eclipse.rap.rwt/src/org/eclipse/rap/rwt/internal/theme/css/NullElementSelector.java,DataClass,1,,,
MLCQ_6594157_LargeClass,services/dlab-model/src/main/java/com/epam/dlab/util/CloudSettingsDeserializer.java,LargeClass,1,,,
MLCQ_6578541_LargeClass,bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/AbstractPartSelectionTracker.java,LargeClass,1,,,
MLCQ_6554999_LargeClass,bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/progress/AnimationManager.java,LargeClass,1,,,
MLCQ_6634791_DataClass,geoportal-connectors/geoportal-harvester-waf/src/main/java/com/esri/geoportal/harvester/waf/WafFolderContent.java,DataClass,1,,,
MLCQ_6772589_LargeClass,src/main/java/com/facebook/ads/sdk/Page.java,LargeClass,1,,,
MLCQ_6624209_LargeClass,src/main/java/com/esri/samples/imagelayers/map_image_layer_tables/MapImageLayerTablesSample.java,LargeClass,1,,,
MLCQ_6564535_LongMethod,bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/dialogs/CustomizePerspectiveDialog.java,LongMethod,1,,,
MLCQ_6564535_FeatureEnvy,bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/dialogs/CustomizePerspectiveDialog.java,FeatureEnvy,1,,,
MLCQ_6890147_DataClass,src/jdk.compiler/share/classes/com/sun/tools/sjavac/server/SysInfo.java,DataClass,1,,,
MLCQ_6893505_LargeClass,src/jdk.jdeps/share/classes/com/sun/tools/jdeps/JdepsConfiguration.java,LargeClass,1,,,
MLCQ_7030257_LongMethod,ambry-network/src/main/java/com.github.ambry.network/SocketServer.java,LongMethod,1,,,
MLCQ_7027539_DataClass,ibm-cos-java-sdk-kms/src/main/java/com/ibm/cloud/objectstorage/services/kms/model/ListKeysResult.java,DataClass,1,,,
MLCQ_6917283_LargeClass,library/core/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,LargeClass,1,,,
MLCQ_7048370_LargeClass,java/sage/media/bluray/BluRayParser.java,LargeClass,1,,,
MLCQ_7047868_LargeClass,java/sage/media/format/FormatParser.java,LargeClass,1,,,
MLCQ_7120318_DataClass,azure-maven-plugin-lib/src/main/java/com/microsoft/azure/maven/AbstractAzureMojo.java,DataClass,1,,,
MLCQ_7085407_LongMethod,jre_emul/android/platform/libcore/ojluni/src/main/java/sun/security/provider/certpath/ReverseState.java,LongMethod,1,,,
MLCQ_7155743_DataClass,src/main/java/com/microsoft/sqlserver/jdbc/SQLServerSpatialDatatype.java,DataClass,1,,,
MLCQ_7210083_DataClass,operator/src/main/java/oracle/kubernetes/operator/helpers/CallBuilder.java,DataClass,1,,,
MLCQ_7201768_LongMethod,bmc-database/src/main/java/com/oracle/bmc/database/DatabaseAsyncClient.java,LongMethod,1,,,
MLCQ_7228058_LargeClass,reactor-core/src/main/java/reactor/core/publisher/MonoWhen.java,LargeClass,1,,,
MLCQ_7231644_LongMethod,shadows/framework/src/main/java/org/robolectric/shadows/ShadowMotionEvent.java,LongMethod,1,,,
MLCQ_7243958_DataClass,ArgusCore/src/main/java/com/salesforce/dva/argus/entity/Trigger.java,DataClass,1,,,
MLCQ_7239385_DataClass,resources/src/main/java/org/robolectric/res/android/LoadedArsc.java,DataClass,1,,,
MLCQ_7272444_DataClass,visualvm/libs.profiler/lib.profiler/src/org/graalvm/visualvm/lib/jfluid/heap/Type.java,DataClass,1,,,
MLCQ_7293098_LargeClass,src/main/java/com/springsource/greenhouse/signup/SignupController.java,LargeClass,1,,,
MLCQ_7274207_LargeClass,visualvm/libs.profiler/profiler/src/org/graalvm/visualvm/lib/profiler/v2/features/LocksFeatureUI.java,LargeClass,1,,,
MLCQ_7307669_DataClass,spring-batch-admin-resources/src/main/java/org/springframework/batch/admin/web/resources/DefaultResourceService.java,DataClass,1,,,
MLCQ_7197581_LongMethod,bmc-resourcemanager/src/main/java/com/oracle/bmc/resourcemanager/ResourceManagerAsyncClient.java,LongMethod,1,,,
MLCQ_7327189_LargeClass,source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/wit/controls/QueryItemTreeControl.java,LargeClass,1,,,
MLCQ_7356708_LargeClass,source/com.microsoft.tfs.core.ws/generated-src/ms/tfs/workitemtracking/configurationsettingsservice/_03/_ConfigurationSettingsServiceSoapService.java,LargeClass,1,,,
MLCQ_7369780_DataClass,spring-boot-project/spring-boot-autoconfigure/src/main/java/org/springframework/boot/autoconfigure/web/ServerProperties.java,DataClass,1,,,
MLCQ_7356984_LongMethod,source/com.microsoft.tfs.core/src/com/microsoft/tfs/core/util/TSWAHyperlinkBuilder.java,LongMethod,1,,,
MLCQ_7375884_DataClass,spring-boot-project/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/web/trace/servlet/TraceableHttpServletResponse.java,DataClass,1,,,
MLCQ_6785826_DataClass,src/main/java/com/facebook/ads/sdk/AdCampaignActivity.java,DataClass,1,,,
MLCQ_7423016_DataClass,truffle/src/com.oracle.truffle.api/src/com/oracle/truffle/api/TruffleFile.java,DataClass,1,,,
MLCQ_7457996_DataClass,jpa/deferred/src/main/java/example/model/Customer388.java,DataClass,1,,,
MLCQ_7375915_LargeClass,spring-boot-project/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/trace/http/HttpExchangeTracer.java,LargeClass,1,,,
MLCQ_7481501_DataClass,jpa/deferred/src/main/java/example/model/Customer1953.java,DataClass,1,,,
MLCQ_7501187_DataClass,src/main/java/org/springframework/data/solr/repository/query/BindableSolrParameter.java,DataClass,1,,,
MLCQ_7523283_DataClass,spring-yarn/spring-yarn-integration/src/main/java/org/springframework/yarn/integration/ip/mind/binding/BaseObject.java,DataClass,1,,,
MLCQ_7496363_LargeClass,compiler/src/org.graalvm.compiler.hotspot/src/org/graalvm/compiler/hotspot/meta/DefaultHotSpotLoweringProvider.java,LargeClass,1,,,
MLCQ_7548776_DataClass,spring-integration-mqtt/src/main/java/org/springframework/integration/mqtt/event/MqttMessageDeliveryEvent.java,DataClass,1,,,
MLCQ_7576371_LongMethod,spring-orm/src/main/java/org/springframework/orm/jpa/SharedEntityManagerCreator.java,LongMethod,1,,,
MLCQ_7600324_DataClass,addon-web-mvc-thymeleaf/addon/src/main/java/org/springframework/roo/addon/web/mvc/thymeleaf/addon/ThymeleafAnnotationValues.java,DataClass,1,,,
MLCQ_7588956_LongMethod,spring-webmvc/src/main/java/org/springframework/web/servlet/support/BindStatus.java,LongMethod,1,,,
MLCQ_7625447_DataClass,core/src/main/java/org/springframework/security/saml/saml2/authentication/Status.java,DataClass,1,,,
MLCQ_7725777_DataClass,request/src/main/java/com/vmware/admiral/request/notification/NotificationsService.java,DataClass,1,,,
MLCQ_7681481_LargeClass,spring-xd-dirt/src/main/java/org/springframework/xd/dirt/integration/bus/rabbit/RabbitBusCleaner.java,LargeClass,1,,,
MLCQ_7725645_DataClass,xenon-common/src/main/java/com/vmware/xenon/common/jwt/Header.java,DataClass,1,,,
MLCQ_7757709_LargeClass,processing/src/main/java/org/apache/druid/query/groupby/epinephelinae/GroupByMergingQueryRunnerV2.java,LargeClass,1,,,
MLCQ_7747098_LargeClass,brooklyn-server/utils/common/src/main/java/org/apache/brooklyn/util/text/StringFunctions.java,LargeClass,1,,,
MLCQ_7824709_LargeClass,geode-lucene/src/main/java/org/apache/geode/cache/lucene/internal/LuceneIndexForPartitionedRegion.java,LargeClass,1,,,
MLCQ_7777067_FeatureEnvy,processing/src/main/java/org/apache/druid/segment/virtual/ExpressionSelectors.java,FeatureEnvy,1,,,
MLCQ_7882655_LongMethod,src-gen/com/facebook/buck/distributed/thrift/FetchRuleKeyLogsRequest.java,LongMethod,1,,,
MLCQ_7928347_LongMethod,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/dialogs/ViewerFileFilter.java,LongMethod,1,,,
MLCQ_8023829_LargeClass,org.eclipse.titanium.refactoring/src/org/eclipse/titanium/refactoring/fieldordering/ChangeCreator.java,LargeClass,1,,,
MLCQ_8049118_DataClass,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/validation/services/ConcreteSyntaxValidationTestLanguageGrammarAccess.java,DataClass,1,,,
MLCQ_8099651_DataClass,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/impl/bug305397/impl/ElementImpl.java,DataClass,1,,,
MLCQ_8155488_LargeClass,samples/transport-sample/src/main/java/samples/transport/tcp/TCPSender.java,LargeClass,1,,,
MLCQ_8169113_DataClass,activemq-client/src/main/java/org/apache/activemq/filter/BinaryExpression.java,DataClass,1,,,
MLCQ_8198711_LargeClass,org.eclipse.xtext.idea.example.entities/src-gen/org/eclipse/xtext/idea/example/entities/AbstractEntitiesRuntimeModule.java,LargeClass,1,,,
MLCQ_8273753_DataClass,server/testing/src/main/java/org/apache/james/junit/TemporaryFolderExtension.java,DataClass,1,,,
MLCQ_8298934_LongMethod,plugins/org.eclipse.acceleo.ide.ui/src/org/eclipse/acceleo/internal/ide/ui/editors/template/AcceleoCompletionProcessor.java,LongMethod,1,,,
MLCQ_8400746_DataClass,components/camel-slack/src/main/java/org/apache/camel/component/slack/helper/SlackMessage.java,DataClass,1,,,
MLCQ_8428144_LargeClass,core/camel-util/src/main/java/org/apache/camel/util/OgnlHelper.java,LargeClass,1,,,
MLCQ_8389037_LongMethod,components/camel-disruptor/src/main/java/org/apache/camel/component/disruptor/DisruptorComponent.java,LongMethod,1,,,
MLCQ_8389037_FeatureEnvy,components/camel-disruptor/src/main/java/org/apache/camel/component/disruptor/DisruptorComponent.java,FeatureEnvy,1,,,
MLCQ_3700666_DataClass,protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,DataClass,1,,,
MLCQ_3700666_LargeClass,protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,LargeClass,1,,,
MLCQ_3723043_DataClass,atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/extension/MultiDexConfig.java,DataClass,1,,,
